zipcode,city,state,lat,lng,population
00704,Aguirre,PR,17.97442,-66.22888,6433.0
00705,Aibonito,PR,18.1294,-66.26653,24475.0
00707,Maunabo,PR,18.01752,-65.92127,10400.0
00714,Arroyo,PR,17.9981,-66.05635,15573.0
00715,Mercedita,PR,17.99738,-66.56104,2003.0
00716,Ponce,PR,17.99942,-66.59868,27705.0
00717,Ponce,PR,18.00272,-66.61146,14651.0
00718,Naguabo,PR,18.23145,-65.76067,23174.0
00719,Naranjito,PR,18.28879,-66.25316,29732.0
00720,Orocovis,PR,18.21559,-66.42421,20974.0
00723,Patillas,PR,18.03139,-66.01122,15835.0
00725,Caguas,PR,18.22052,-66.03962,76246.0
00727,Caguas,PR,18.21142,-66.07374,53412.0
00728,Ponce,PR,18.00697,-66.65995,37322.0
00729,Canovanas,PR,18.33524,-65.88677,47653.0
00730,Ponce,PR,18.03256,-66.61384,31976.0
00731,Ponce,PR,18.09914,-66.63279,10221.0
00735,Ceiba,PR,18.2525,-65.67534,11159.0
00736,Cayey,PR,18.10736,-66.14994,45528.0
00738,Fajardo,PR,18.31793,-65.66793,29797.0
00739,Cidra,PR,18.17543,-66.16198,34595.0
00740,Puerto Real,PR,18.33251,-65.63419,1959.0
00741,Punta Santiago,PR,18.16569,-65.75506,3733.0
00745,Rio Grande,PR,18.3466,-65.81382,47077.0
00751,Salinas,PR,18.01205,-66.25871,19596.0
00754,San Lorenzo,PR,18.1447,-65.97565,36822.0
00757,Santa Isabel,PR,17.9933,-66.39056,19974.0
00765,Vieques,PR,18.12365,-65.43013,8147.0
00766,Villalba,PR,18.13039,-66.4757,21829.0
00767,Yabucoa,PR,18.07033,-65.89618,30453.0
00769,Coamo,PR,18.09459,-66.3607,33953.0
00771,Las Piedras,PR,18.18797,-65.86916,35165.0
00772,Loiza,PR,18.43048,-65.90377,16961.0
00773,Luquillo,PR,18.34073,-65.72756,17631.0
00775,Culebra,PR,18.31387,-65.28618,1281.0
00777,Juncos,PR,18.22365,-65.90904,37243.0
00778,Gurabo,PR,18.26319,-65.97938,40391.0
00780,Coto Laurel,PR,18.09998,-66.57032,13612.0
00782,Comerio,PR,18.22501,-66.22452,18397.0
00783,Corozal,PR,18.30348,-66.32851,34266.0
00784,Guayama,PR,18.00558,-66.13651,35405.0
00786,La Plata,PR,18.1357,-66.22881,135.0
00791,Humacao,PR,18.14391,-65.81398,45912.0
00794,Barranquitas,PR,18.19934,-66.31179,28450.0
00795,Juana Diaz,PR,18.05128,-66.49485,43212.0
00802,St Thomas,VI,18.34349,-64.9287,
00820,Christiansted,VI,17.7388,-64.70695,
00830,St John,VI,18.33857,-64.73802,
00840,Frederiksted,VI,17.72649,-64.84717,
00850,Kingshill,VI,17.72763,-64.79122,
00851,Kingshill,VI,17.74757,-64.78737,
00901,San Juan,PR,18.46478,-66.10277,6762.0
00906,San Juan,PR,18.46446,-66.09499,46.0
00907,San Juan,PR,18.45287,-66.08381,15911.0
00909,San Juan,PR,18.44131,-66.06866,5466.0
00911,San Juan,PR,18.45133,-66.05636,7430.0
00912,San Juan,PR,18.44503,-66.05995,6219.0
00913,San Juan,PR,18.45024,-66.04275,6700.0
00915,San Juan,PR,18.43673,-66.04576,24484.0
00917,San Juan,PR,18.4208,-66.04989,18216.0
00918,San Juan,PR,18.42139,-66.06774,16379.0
00920,San Juan,PR,18.41904,-66.09023,16403.0
00921,San Juan,PR,18.39206,-66.0871,34197.0
00923,San Juan,PR,18.41146,-66.03715,24826.0
00924,San Juan,PR,18.39987,-66.01344,47800.0
00925,San Juan,PR,18.40028,-66.05058,4777.0
00926,San Juan,PR,18.34691,-66.05434,93308.0
00927,San Juan,PR,18.38884,-66.07149,13675.0
00934,Fort Buchanan,PR,18.41372,-66.11998,80.0
00949,Toa Baja,PR,18.43166,-66.21349,66714.0
00950,Toa Baja,PR,18.46201,-66.23917,0.0
00951,Toa Baja,PR,18.43175,-66.25628,399.0
00952,Sabana Seca,PR,18.42874,-66.18897,8488.0
00953,Toa Alta,PR,18.36319,-66.24764,66475.0
00956,Bayamon,PR,18.32121,-66.17185,67050.0
00957,Bayamon,PR,18.36696,-66.18857,40357.0
00959,Bayamon,PR,18.3852,-66.15583,46409.0
00960,Bayamon,PR,18.41674,-66.14365,3340.0
00961,Bayamon,PR,18.40987,-66.16415,28891.0
00962,Catano,PR,18.43514,-66.13949,19213.0
00965,Guaynabo,PR,18.42853,-66.11175,5886.0
00966,Guaynabo,PR,18.39784,-66.11394,17715.0
00968,Guaynabo,PR,18.40609,-66.10123,3488.0
00969,Guaynabo,PR,18.36696,-66.11,41619.0
00971,Guaynabo,PR,18.32067,-66.11751,25499.0
00976,Trujillo Alto,PR,18.33903,-65.99286,61306.0
00979,Carolina,PR,18.43734,-66.0089,15597.0
00982,Carolina,PR,18.40961,-65.99143,13839.0
00983,Carolina,PR,18.41788,-65.98104,31583.0
00985,Carolina,PR,18.40628,-65.94767,31783.0
00987,Carolina,PR,18.34115,-65.94257,55039.0
01001,Agawam,MA,42.06262,-72.62521,16136.0
01002,Amherst,MA,42.37633,-72.46462,24726.0
01003,Amherst,MA,42.39135,-72.52327,12458.0
01005,Barre,MA,42.42117,-72.10655,4786.0
01007,Belchertown,MA,42.28163,-72.40009,15406.0
01008,Blandford,MA,42.18234,-72.95819,1324.0
01009,Bondsville,MA,42.21133,-72.34189,790.0
01010,Brimfield,MA,42.12904,-72.20597,3694.0
01011,Chester,MA,42.30233,-72.96448,1205.0
01012,Chesterfield,MA,42.38495,-72.84675,387.0
01013,Chicopee,MA,42.16059,-72.60788,22950.0
01020,Chicopee,MA,42.17618,-72.56538,30230.0
01022,Chicopee,MA,42.19721,-72.54249,2045.0
01026,Cummington,MA,42.46858,-72.92296,1005.0
01027,Easthampton,MA,42.29506,-72.74303,17678.0
01028,East Longmeadow,MA,42.05967,-72.49899,16283.0
01029,East Otis,MA,42.19402,-73.05067,652.0
01030,Feeding Hills,MA,42.06869,-72.67967,12374.0
01031,Gilbertville,MA,42.32782,-72.19191,1715.0
01032,Goshen,MA,42.45313,-72.81965,503.0
01033,Granby,MA,42.26082,-72.50361,6088.0
01034,Granville,MA,42.0826,-72.95611,2100.0
01035,Hadley,MA,42.35563,-72.5692,5299.0
01036,Hampden,MA,42.0638,-72.4157,4937.0
01037,Hardwick,MA,42.37063,-72.19466,486.0
01038,Hatfield,MA,42.38466,-72.60559,2534.0
01039,Haydenville,MA,42.41049,-72.69188,1660.0
01040,Holyoke,MA,42.21251,-72.64109,37949.0
01050,Huntington,MA,42.29092,-72.87526,2573.0
01053,Leeds,MA,42.35205,-72.71032,2033.0
01054,Leverett,MA,42.47381,-72.48768,1704.0
01056,Ludlow,MA,42.19211,-72.45805,20846.0
01057,Monson,MA,42.09118,-72.32392,8200.0
01060,Northampton,MA,42.32218,-72.63126,15237.0
01062,Florence,MA,42.32146,-72.69244,9188.0
01063,Northampton,MA,42.31962,-72.63951,2121.0
01066,North Hatfield,MA,42.40742,-72.64032,115.0
01068,Oakham,MA,42.35125,-72.04776,1623.0
01069,Palmer,MA,42.18798,-72.30578,9077.0
01070,Plainfield,MA,42.51958,-72.92504,593.0
01071,Russell,MA,42.16029,-72.8598,1219.0
01072,Shutesbury,MA,42.46327,-72.41893,1447.0
01073,Southampton,MA,42.23084,-72.73856,6212.0
01074,South Barre,MA,42.3837,-72.10021,749.0
01075,South Hadley,MA,42.25672,-72.57928,17410.0
01077,Southwick,MA,42.05441,-72.77851,9222.0
01079,Thorndike,MA,42.18508,-72.33406,282.0
01080,Three Rivers,MA,42.18228,-72.36515,2308.0
01081,Wales,MA,42.06232,-72.23085,1704.0
01082,Ware,MA,42.29816,-72.27676,10418.0
01083,Warren,MA,42.20652,-72.19906,2746.0
01084,West Chesterfield,MA,42.38589,-72.88165,101.0
01085,Westfield,MA,42.15375,-72.76961,41466.0
01088,West Hatfield,MA,42.38981,-72.6465,654.0
01089,West Springfield,MA,42.12532,-72.65025,28635.0
01092,West Warren,MA,42.20008,-72.23715,1123.0
01093,Whately,MA,42.44335,-72.65099,149.0
01094,Wheelwright,MA,42.36481,-72.13548,64.0
01095,Wilbraham,MA,42.12763,-72.42994,14615.0
01096,Williamsburg,MA,42.40968,-72.77213,2566.0
01097,Woronoco,MA,42.17722,-72.83175,45.0
01098,Worthington,MA,42.39551,-72.94315,1019.0
01103,Springfield,MA,42.10443,-72.58997,2336.0
01104,Springfield,MA,42.13326,-72.56733,21745.0
01105,Springfield,MA,42.09911,-72.57865,11469.0
01106,Longmeadow,MA,42.04877,-72.57163,15961.0
01107,Springfield,MA,42.12116,-72.60642,12270.0
01108,Springfield,MA,42.0814,-72.55866,27409.0
01109,Springfield,MA,42.11839,-72.54876,31418.0
01118,Springfield,MA,42.09476,-72.5253,15009.0
01119,Springfield,MA,42.12452,-72.51126,14059.0
01128,Springfield,MA,42.09497,-72.48806,3252.0
01129,Springfield,MA,42.1211,-72.4877,5993.0
01144,Springfield,MA,42.10189,-72.59091,0.0
01151,Indian Orchard,MA,42.15294,-72.50883,9627.0
01201,Pittsfield,MA,42.45614,-73.28114,45072.0
01220,Adams,MA,42.62686,-73.11873,8106.0
01222,Ashley Falls,MA,42.06242,-73.32146,611.0
01223,Becket,MA,42.31118,-73.09835,2588.0
01224,Berkshire,MA,42.50622,-73.19841,201.0
01225,Cheshire,MA,42.56385,-73.1512,3234.0
01226,Dalton,MA,42.47954,-73.15329,6304.0
01229,Glendale,MA,42.29411,-73.35227,213.0
01230,Great Barrington,MA,42.18197,-73.34244,8813.0
01235,Hinsdale,MA,42.43181,-73.07336,2456.0
01236,Housatonic,MA,42.26923,-73.37999,1593.0
01237,Lanesborough,MA,42.5529,-73.25373,2269.0
01238,Lee,MA,42.30072,-73.22553,5893.0
01240,Lenox,MA,42.37567,-73.26466,5024.0
01242,Lenox Dale,MA,42.3334,-73.24967,165.0
01243,Middlefield,MA,42.34752,-73.03467,196.0
01244,Mill River,MA,42.10924,-73.27475,243.0
01245,Monterey,MA,42.19043,-73.21579,828.0
01247,North Adams,MA,42.69813,-73.09264,14967.0
01253,Otis,MA,42.20751,-73.1118,903.0
01254,Richmond,MA,42.37972,-73.36608,962.0
01255,Sandisfield,MA,42.1068,-73.12213,850.0
01256,Savoy,MA,42.59627,-73.01958,733.0
01257,Sheffield,MA,42.0976,-73.37241,2331.0
01258,South Egremont,MA,42.09396,-73.46616,191.0
01259,Southfield,MA,42.07316,-73.23282,778.0
01260,South Lee,MA,42.26663,-73.2712,20.0
01262,Stockbridge,MA,42.30433,-73.32013,1652.0
01264,Tyringham,MA,42.23997,-73.19686,184.0
01266,West Stockbridge,MA,42.30264,-73.39846,919.0
01267,Williamstown,MA,42.66593,-73.24209,7985.0
01270,Windsor,MA,42.51297,-73.04859,1002.0
01301,Greenfield,MA,42.62375,-72.60379,17876.0
01330,Ashfield,MA,42.51772,-72.81556,1711.0
01331,Athol,MA,42.56793,-72.18324,13865.0
01337,Bernardston,MA,42.69512,-72.57731,2515.0
01338,Buckland,MA,42.5814,-72.80309,79.0
01339,Charlemont,MA,42.61099,-72.88846,1361.0
01340,Colrain,MA,42.68805,-72.73205,1807.0
01341,Conway,MA,42.50734,-72.70221,1605.0
01342,Deerfield,MA,42.54384,-72.6058,1313.0
01343,Drury,MA,42.66766,-72.98822,190.0
01344,Erving,MA,42.60756,-72.42916,1639.0
01346,Heath,MA,42.6706,-72.81323,453.0
01347,Lake Pleasant,MA,42.56027,-72.51321,114.0
01349,Millers Falls,MA,42.56656,-72.47045,753.0
01350,Monroe Bridge,MA,42.72259,-72.98291,115.0
01351,Montague,MA,42.54162,-72.52069,2644.0
01354,Gill,MA,42.63282,-72.51136,1831.0
01355,New Salem,MA,42.45101,-72.33141,963.0
01360,Northfield,MA,42.67575,-72.446,2875.0
01364,Orange,MA,42.60449,-72.29263,7668.0
01366,Petersham,MA,42.48858,-72.18564,1173.0
01367,Rowe,MA,42.69674,-72.91387,574.0
01368,Royalston,MA,42.67815,-72.18557,1497.0
01370,Shelburne Falls,MA,42.59607,-72.72915,3641.0
01373,South Deerfield,MA,42.47292,-72.61516,4784.0
01375,Sunderland,MA,42.46475,-72.55489,3653.0
01376,Turners Falls,MA,42.59273,-72.54591,5032.0
01378,Warwick,MA,42.67711,-72.34057,861.0
01379,Wendell,MA,42.54149,-72.3989,742.0
01380,Wendell Depot,MA,42.58675,-72.40264,32.0
01420,Fitchburg,MA,42.58559,-71.81693,41677.0
01430,Ashburnham,MA,42.66069,-71.9232,6450.0
01431,Ashby,MA,42.67652,-71.82322,3188.0
01432,Ayer,MA,42.56351,-71.57059,8124.0
01434,Devens,MA,42.53149,-71.61663,1889.0
01436,Baldwinville,MA,42.60579,-72.08958,3720.0
01438,East Templeton,MA,42.56028,-72.03583,192.0
01440,Gardner,MA,42.58797,-71.98649,21298.0
01450,Groton,MA,42.61368,-71.56139,11228.0
01451,Harvard,MA,42.50005,-71.57754,5359.0
01452,Hubbardston,MA,42.48378,-72.00514,4339.0
01453,Leominster,MA,42.51961,-71.76583,43635.0
01460,Littleton,MA,42.53503,-71.4891,10150.0
01462,Lunenburg,MA,42.58994,-71.72036,11822.0
01463,Pepperell,MA,42.67126,-71.60429,11693.0
01464,Shirley,MA,42.57411,-71.6475,7017.0
01468,Templeton,MA,42.55324,-72.06879,4157.0
01469,Townsend,MA,42.66514,-71.69161,6803.0
01473,Westminster,MA,42.55122,-71.90266,8289.0
01474,West Townsend,MA,42.67088,-71.7508,2249.0
01475,Winchendon,MA,42.66675,-72.04902,10194.0
01501,Auburn,MA,42.19689,-71.84549,16780.0
01503,Berlin,MA,42.38378,-71.63552,3311.0
01504,Blackstone,MA,42.0399,-71.53125,9211.0
01505,Boylston,MA,42.35633,-71.72123,4896.0
01506,Brookfield,MA,42.19364,-72.10441,3442.0
01507,Charlton,MA,42.13509,-71.96803,13359.0
01510,Clinton,MA,42.4119,-71.68883,15430.0
01515,East Brookfield,MA,42.20328,-72.04669,2120.0
01516,Douglas,MA,42.0528,-71.75106,9287.0
01518,Fiskdale,MA,42.11342,-72.11632,2835.0
01519,Grafton,MA,42.20077,-71.67892,7738.0
01520,Holden,MA,42.33685,-71.85181,16864.0
01521,Holland,MA,42.06012,-72.16592,2576.0
01522,Jefferson,MA,42.38142,-71.87111,3021.0
01523,Lancaster,MA,42.48176,-71.68079,8470.0
01524,Leicester,MA,42.24919,-71.91989,6110.0
01525,Linwood,MA,42.09899,-71.64296,0.0
01527,Millbury,MA,42.19228,-71.77397,13899.0
01529,Millville,MA,42.03906,-71.57767,3156.0
01531,New Braintree,MA,42.31929,-72.12794,925.0
01532,Northborough,MA,42.32314,-71.64621,15694.0
01534,Northbridge,MA,42.13991,-71.64433,6097.0
01535,North Brookfield,MA,42.2695,-72.07794,4739.0
01536,North Grafton,MA,42.23189,-71.69219,7119.0
01537,North Oxford,MA,42.16177,-71.89217,1821.0
01540,Oxford,MA,42.11649,-71.85819,11521.0
01541,Princeton,MA,42.45649,-71.88128,3500.0
01542,Rochdale,MA,42.20241,-71.90995,2572.0
01543,Rutland,MA,42.38482,-71.96726,9202.0
01545,Shrewsbury,MA,42.28419,-71.71558,38440.0
01550,Southbridge,MA,42.06039,-72.03377,17806.0
01560,South Grafton,MA,42.17496,-71.67762,4914.0
01561,South Lancaster,MA,42.44581,-71.68845,0.0
01562,Spencer,MA,42.24715,-71.99189,11961.0
01564,Sterling,MA,42.44124,-71.77297,8111.0
01566,Sturbridge,MA,42.1047,-72.07745,7054.0
01568,Upton,MA,42.17694,-71.60516,7926.0
01569,Uxbridge,MA,42.05895,-71.63741,14127.0
01570,Webster,MA,42.05206,-71.8485,17674.0
01571,Dudley,MA,42.05501,-71.93519,11886.0
01581,Westborough,MA,42.26815,-71.61402,21591.0
01583,West Boylston,MA,42.37034,-71.78502,7516.0
01585,West Brookfield,MA,42.23762,-72.16311,4942.0
01588,Whitinsville,MA,42.11837,-71.66836,10357.0
01590,Sutton,MA,42.13387,-71.75179,9287.0
01602,Worcester,MA,42.27219,-71.84946,25791.0
01603,Worcester,MA,42.24373,-71.84429,21034.0
01604,Worcester,MA,42.25085,-71.7683,39988.0
01605,Worcester,MA,42.28979,-71.78802,31086.0
01606,Worcester,MA,42.31367,-71.79614,22269.0
01607,Worcester,MA,42.22684,-71.79037,8755.0
01608,Worcester,MA,42.2621,-71.80145,4951.0
01609,Worcester,MA,42.28592,-71.82853,23184.0
01610,Worcester,MA,42.24645,-71.80968,28719.0
01611,Cherry Valley,MA,42.23945,-71.87702,2401.0
01612,Paxton,MA,42.31037,-71.93095,4996.0
01701,Framingham,MA,42.32195,-71.43796,32270.0
01702,Framingham,MA,42.28242,-71.43428,39761.0
01718,Acton,MA,42.52165,-71.42983,528.0
01719,Boxborough,MA,42.48837,-71.51779,5468.0
01720,Acton,MA,42.48397,-71.43809,23322.0
01721,Ashland,MA,42.25726,-71.46867,18694.0
01730,Bedford,MA,42.4995,-71.27799,14478.0
01731,Hanscom Afb,MA,42.46422,-71.28202,1745.0
01740,Bolton,MA,42.43616,-71.60728,5698.0
01741,Carlisle,MA,42.53001,-71.35128,5209.0
01742,Concord,MA,42.46221,-71.36504,18337.0
01745,Fayville,MA,42.29155,-71.50101,660.0
01746,Holliston,MA,42.19775,-71.44499,14964.0
01747,Hopedale,MA,42.12477,-71.535,6024.0
01748,Hopkinton,MA,42.2255,-71.53781,19050.0
01749,Hudson,MA,42.38868,-71.54648,19959.0
01752,Marlborough,MA,42.3494,-71.54681,41398.0
01754,Maynard,MA,42.4264,-71.45607,10663.0
01756,Mendon,MA,42.09301,-71.55146,6266.0
01757,Milford,MA,42.15723,-71.51978,30473.0
01760,Natick,MA,42.28436,-71.34966,36520.0
01770,Sherborn,MA,42.23416,-71.37532,4404.0
01772,Southborough,MA,42.30144,-71.5304,9781.0
01773,Lincoln,MA,42.42572,-71.31013,5257.0
01775,Stow,MA,42.42983,-71.51146,7109.0
01776,Sudbury,MA,42.38456,-71.42316,19067.0
01778,Wayland,MA,42.3583,-71.35895,13915.0
01801,Woburn,MA,42.48694,-71.15415,41205.0
01803,Burlington,MA,42.5028,-71.20147,26068.0
01810,Andover,MA,42.64669,-71.16517,35608.0
01821,Billerica,MA,42.54999,-71.25206,30203.0
01824,Chelmsford,MA,42.59156,-71.35553,26628.0
01826,Dracut,MA,42.68323,-71.30063,32373.0
01827,Dunstable,MA,42.67643,-71.50052,3375.0
01830,Haverhill,MA,42.7959,-71.05323,26685.0
01832,Haverhill,MA,42.79099,-71.13133,26065.0
01833,Georgetown,MA,42.72409,-70.9821,8380.0
01834,Groveland,MA,42.75198,-71.01486,6747.0
01835,Haverhill,MA,42.75292,-71.08602,14637.0
01840,Lawrence,MA,42.70695,-71.16014,7092.0
01841,Lawrence,MA,42.71077,-71.16494,52761.0
01843,Lawrence,MA,42.68985,-71.16095,28444.0
01844,Methuen,MA,42.73426,-71.18858,53015.0
01845,North Andover,MA,42.67132,-71.08669,31881.0
01850,Lowell,MA,42.65569,-71.30292,16983.0
01851,Lowell,MA,42.62915,-71.33674,32308.0
01852,Lowell,MA,42.63231,-71.29538,36700.0
01854,Lowell,MA,42.64939,-71.34827,28808.0
01860,Merrimac,MA,42.83858,-71.01194,6707.0
01862,North Billerica,MA,42.57427,-71.29437,11703.0
01863,North Chelmsford,MA,42.63274,-71.39132,9592.0
01864,North Reading,MA,42.58156,-71.08759,15634.0
01867,Reading,MA,42.53505,-71.1055,25474.0
01876,Tewksbury,MA,42.61206,-71.22733,30962.0
01879,Tyngsboro,MA,42.66626,-71.42911,12435.0
01880,Wakefield,MA,42.50348,-71.06559,27258.0
01886,Westford,MA,42.58642,-71.44008,24584.0
01887,Wilmington,MA,42.56091,-71.16541,23195.0
01890,Winchester,MA,42.45177,-71.14628,22862.0
01901,Lynn,MA,42.46125,-70.94639,1934.0
01902,Lynn,MA,42.4712,-70.93983,51680.0
01904,Lynn,MA,42.49151,-70.97166,20103.0
01905,Lynn,MA,42.46355,-70.9733,27188.0
01906,Saugus,MA,42.46922,-71.01299,28599.0
01907,Swampscott,MA,42.47572,-70.90684,15279.0
01908,Nahant,MA,42.42856,-70.92614,3328.0
01913,Amesbury,MA,42.85297,-70.94459,17277.0
01915,Beverly,MA,42.56841,-70.8647,41656.0
01921,Boxford,MA,42.6815,-71.01887,8229.0
01922,Byfield,MA,42.75862,-70.91758,3791.0
01923,Danvers,MA,42.57398,-70.94923,27778.0
01929,Essex,MA,42.63478,-70.77684,3605.0
01930,Gloucester,MA,42.62605,-70.68966,29862.0
01937,Hathorne,MA,42.58579,-70.98406,146.0
01938,Ipswich,MA,42.68568,-70.83989,13820.0
01940,Lynnfield,MA,42.53523,-71.03695,13183.0
01944,Manchester,MA,42.58154,-70.76825,5368.0
01945,Marblehead,MA,42.49924,-70.86348,20390.0
01949,Middleton,MA,42.6043,-71.01641,9727.0
01950,Newburyport,MA,42.81237,-70.88785,18444.0
01951,Newbury,MA,42.77742,-70.85022,2938.0
01952,Salisbury,MA,42.84655,-70.86163,9217.0
01960,Peabody,MA,42.53374,-70.97222,53961.0
01965,Prides Crossing,MA,42.56294,-70.82996,752.0
01966,Rockport,MA,42.65432,-70.62227,6977.0
01969,Rowley,MA,42.72235,-70.88832,6214.0
01970,Salem,MA,42.51298,-70.90266,44115.0
01982,South Hamilton,MA,42.62669,-70.85789,7646.0
01983,Topsfield,MA,42.63728,-70.94251,6535.0
01984,Wenham,MA,42.60078,-70.8826,4930.0
01985,West Newbury,MA,42.7939,-70.96906,4536.0
02019,Bellingham,MA,42.0777,-71.47407,17160.0
02021,Canton,MA,42.17504,-71.12645,24459.0
02025,Cohasset,MA,42.23603,-70.81906,8358.0
02026,Dedham,MA,42.24665,-71.1777,25109.0
02030,Dover,MA,42.2366,-71.28421,5893.0
02032,East Walpole,MA,42.15489,-71.2155,4914.0
02035,Foxboro,MA,42.06266,-71.24613,18516.0
02038,Franklin,MA,42.08622,-71.41126,33067.0
02043,Hingham,MA,42.21678,-70.88494,24185.0
02045,Hull,MA,42.28437,-70.88266,10098.0
02047,Humarock,MA,42.14582,-70.69603,142.0
02048,Mansfield,MA,42.01626,-71.21868,23855.0
02050,Marshfield,MA,42.11443,-70.71487,25903.0
02052,Medfield,MA,42.1848,-71.30501,12923.0
02053,Medway,MA,42.15352,-71.42906,13251.0
02054,Millis,MA,42.1693,-71.36261,8699.0
02056,Norfolk,MA,42.11632,-71.32952,11556.0
02061,Norwell,MA,42.16075,-70.81772,11309.0
02062,Norwood,MA,42.18563,-71.19464,31380.0
02066,Scituate,MA,42.20129,-70.76155,18895.0
02067,Sharon,MA,42.10778,-71.18183,18478.0
02071,South Walpole,MA,42.10392,-71.27002,1677.0
02072,Stoughton,MA,42.1192,-71.10189,29074.0
02081,Walpole,MA,42.14689,-71.25916,19703.0
02090,Westwood,MA,42.22024,-71.21057,16213.0
02093,Wrentham,MA,42.05129,-71.35522,12305.0
02108,Boston,MA,42.35657,-71.06516,4178.0
02109,Boston,MA,42.36498,-71.05277,3714.0
02110,Boston,MA,42.35797,-71.05189,2178.0
02111,Boston,MA,42.35067,-71.06054,8067.0
02113,Boston,MA,42.36526,-71.05524,6522.0
02114,Boston,MA,42.36337,-71.06686,13853.0
02115,Boston,MA,42.34046,-71.09481,28621.0
02116,Boston,MA,42.35105,-71.07638,22040.0
02118,Boston,MA,42.33806,-71.07057,28522.0
02119,Roxbury,MA,42.32405,-71.08522,26851.0
02120,Roxbury Crossing,MA,42.33212,-71.09654,15248.0
02121,Dorchester,MA,42.3057,-71.08693,28298.0
02122,Dorchester,MA,42.29427,-71.05185,23471.0
02124,Dorchester Center,MA,42.28583,-71.07114,55897.0
02125,Dorchester,MA,42.31578,-71.0562,33069.0
02126,Mattapan,MA,42.27588,-71.0918,25313.0
02127,South Boston,MA,42.33455,-71.03875,36646.0
02128,East Boston,MA,42.37324,-71.01616,44124.0
02129,Charlestown,MA,42.37975,-71.06167,19994.0
02130,Jamaica Plain,MA,42.30823,-71.11515,41109.0
02131,Roslindale,MA,42.28392,-71.12468,31564.0
02132,West Roxbury,MA,42.27931,-71.16072,27069.0
02133,Boston,MA,42.35838,-71.06383,80.0
02134,Allston,MA,42.35855,-71.12931,17637.0
02135,Brighton,MA,42.34989,-71.15417,43683.0
02136,Hyde Park,MA,42.25505,-71.12662,38071.0
02138,Cambridge,MA,42.37997,-71.13446,38077.0
02139,Cambridge,MA,42.36224,-71.10253,39609.0
02140,Cambridge,MA,42.39332,-71.13342,21361.0
02141,Cambridge,MA,42.37041,-71.08218,14677.0
02142,Cambridge,MA,42.36295,-71.08189,4349.0
02143,Somerville,MA,42.38142,-71.09677,25161.0
02144,Somerville,MA,42.40088,-71.122,25009.0
02145,Somerville,MA,42.39206,-71.0895,27929.0
02148,Malden,MA,42.43048,-71.05762,65509.0
02149,Everett,MA,42.40643,-71.05446,49236.0
02150,Chelsea,MA,42.39587,-71.03251,39444.0
02151,Revere,MA,42.41887,-71.004,59949.0
02152,Winthrop,MA,42.37724,-70.98115,18807.0
02155,Medford,MA,42.42324,-71.10878,61276.0
02163,Boston,MA,42.36717,-71.12509,1852.0
